gender,race,rank,interactions,outcomes,misconducts,violences,primary_cause,total_settlement
M,Hispanic,Police Officer,{Traffic stop},"","{Strip search,Excessive force}","",Excessive force/minor,12795.00
M,White,Police Officer,"",{Weapons charges},{False arrest or report},"",False arrest,100000.00
M,White,Police Officer,"",{Weapons charges},{False arrest or report},"",False arrest,100000.00
M,Hispanic,Sergeant of Police,{Home invasion},"","{Excessive force,Illegal search/seizure}",{Physical force},Illegal search/seizure,20000.00
F,Hispanic,Police Officer,{Home invasion},"","{Excessive force,Illegal search/seizure}",{Physical force},Illegal search/seizure,20000.00
M,Hispanic,Police Officer,{Home invasion},"","{Excessive force,Illegal search/seizure}",{Physical force},Illegal search/seizure,20000.00
F,White,Police Officer,{Home invasion},"","{Excessive force,Illegal search/seizure}",{Physical force},Illegal search/seizure,20000.00
M,Hispanic,Police Officer,{Home invasion},"","{Excessive force,Illegal search/seizure}",{Physical force},Illegal search/seizure,20000.00
M,White,Sergeant of Police,"",{Hospitalized},{Excessive force},{Physical force},Excessive force,70000.00
M,White,Police Officer / Marine Officer,"{Stop and frisk,Lock-up}",{Drug charges},"{Strip search,False arrest or report}","",False arrest,5000.00
M,White,Sergeant of Police,"{Stop and frisk,Lock-up}",{Drug charges},"{Strip search,False arrest or report}","",False arrest,5000.00
M,White,Police Officer,"{Stop and frisk,Lock-up}",{Drug charges},"{Strip search,False arrest or report}","",False arrest,5000.00
M,White,Police Officer,{Traffic stop},{Other charges filed},"{Excessive force,Illegal search/seizure,False arrest or report}","{Gun,Physical force}",Illegal search/seizure,5000.00
M,Hispanic,Sergeant of Police,{Traffic stop},{Other charges filed},"{Excessive force,Illegal search/seizure,False arrest or report}","{Gun,Physical force}",Illegal search/seizure,5000.00
M,White,Police Officer,"","",{Excessive force},{Physical force},Excessive force/minor,100000.00
M,White,Police Officer,"",{Other charges filed},"{Excessive force,False arrest or report}",{Physical force},False arrest,5000.00
M,White,Police Officer,"",{Other charges filed},"{Excessive force,False arrest or report}",{Physical force},False arrest,5000.00
M,White,Lieutenant of Police,"","",{Illegal search/seizure},"",Illegal search/seizure,3000.00
M,Black,Police Officer,{Home invasion},"{Extended detention,Weapons charges}","{Destroy/conceal/fabricate evidence,Illegal search/seizure,False arrest or report}",{Gun},False arrest,12500.00
F,White,Police Officer,{Home invasion},"{Extended detention,Weapons charges}","{Destroy/conceal/fabricate evidence,Illegal search/seizure,False arrest or report}",{Gun},False arrest,12500.00
M,Hispanic,Police Officer,{Home invasion},{Hospitalized},"{Threats/intimidation,Excessive force}","{Taser,Pepper spray,Physical force}",Excessive force/minor,15000.00
M,Black,Police Officer,{Home invasion},{Hospitalized},"{Threats/intimidation,Excessive force}","{Taser,Pepper spray,Physical force}",Excessive force/minor,15000.00
M,White,Police Officer,{Home invasion},{Hospitalized},"{Threats/intimidation,Excessive force}","{Taser,Pepper spray,Physical force}",Excessive force/minor,15000.00
F,Black,Police Officer,{Home invasion},{Hospitalized},"{Threats/intimidation,Excessive force}","{Taser,Pepper spray,Physical force}",Excessive force/minor,15000.00
M,White,Police Officer,{Home invasion},{Hospitalized},"{Threats/intimidation,Excessive force}","{Taser,Pepper spray,Physical force}",Excessive force/minor,15000.00
M,Hispanic,Police Officer,"","{Drug charges,Other charges filed}","{Illegal search/seizure,False arrest or report}","",False arrest,80000.00
M,White,Police Officer,"","{Drug charges,Other charges filed}","{Illegal search/seizure,False arrest or report}","",False arrest,80000.00
M,White,Police Officer as Detective,"",{Weapons charges},{False arrest or report},"",False arrest,50000.00
M,White,Lieutenant of Police,{Traffic stop},"{Weapons charges,Assault or battery to an officer charges}","{Legal access denied,Threats/intimidation,Excessive force,False arrest or report}","",Other police misconduct,5000.00
M,White,Sergeant of Police,{Traffic stop},"{Weapons charges,Assault or battery to an officer charges}","{Legal access denied,Threats/intimidation,Excessive force,False arrest or report}","",Other police misconduct,5000.00
M,White,Police Officer as Detective,{Traffic stop},"{Weapons charges,Assault or battery to an officer charges}","{Legal access denied,Threats/intimidation,Excessive force,False arrest or report}","",Other police misconduct,5000.00
M,White,Sergeant of Police,{Traffic stop},"{Weapons charges,Assault or battery to an officer charges}","{Legal access denied,Threats/intimidation,Excessive force,False arrest or report}","",Other police misconduct,5000.00
M,White,Police Officer as Detective,{Traffic stop},"{Weapons charges,Assault or battery to an officer charges}","{Legal access denied,Threats/intimidation,Excessive force,False arrest or report}","",Other police misconduct,5000.00
M,White,Sergeant of Police,{Traffic stop},"{Weapons charges,Assault or battery to an officer charges}","{Legal access denied,Threats/intimidation,Excessive force,False arrest or report}","",Other police misconduct,5000.00
M,Hispanic,Police Officer as Detective,{Traffic stop},"{Weapons charges,Assault or battery to an officer charges}","{Legal access denied,Threats/intimidation,Excessive force,False arrest or report}","",Other police misconduct,5000.00
M,Hispanic,Police Officer,"","{Hospitalized,Other charges filed,Assault or battery to an officer charges}",{Excessive force},"{Gun,Physical force}",Excessive force/minor,9000.00
M,White,Police Officer,"","{Hospitalized,Other charges filed,Assault or battery to an officer charges}",{Excessive force},"{Gun,Physical force}",Excessive force/minor,9000.00
M,White,Police Officer,{Home invasion},{Drug charges},{False arrest or report},"",False arrest,18000.00
M,White,Police Officer,{Home invasion},{Drug charges},{False arrest or report},"",False arrest,18000.00
M,White,Police Officer as Detective,"",{Other charges filed},"{Destroy/conceal/fabricate evidence,Forced confession,Legal access denied,Torture,False arrest or report}",{Physical force},Reversed conviction,4755000.00
M,White,Police Officer as Detective,"",{Other charges filed},"{Destroy/conceal/fabricate evidence,Forced confession,Legal access denied,Torture,False arrest or report}",{Physical force},Reversed conviction,4755000.00
M,White,Sergeant of Police,"",{Other charges filed},"{Destroy/conceal/fabricate evidence,Forced confession,Legal access denied,Torture,False arrest or report}",{Physical force},Reversed conviction,4755000.00
M,White,Police Officer as Detective,"",{Other charges filed},"{Destroy/conceal/fabricate evidence,Forced confession,Legal access denied,Torture,False arrest or report}",{Physical force},Reversed conviction,4755000.00
M,White,Police Officer as Detective,"",{Other charges filed},"{Destroy/conceal/fabricate evidence,Forced confession,Legal access denied,Torture,False arrest or report}",{Physical force},Reversed conviction,4755000.00
M,White,Sergeant of Police,"",{Other charges filed},"{Destroy/conceal/fabricate evidence,Forced confession,Legal access denied,Torture,False arrest or report}",{Physical force},Reversed conviction,4755000.00
M,White,Police Officer as Detective,"",{Other charges filed},"{Destroy/conceal/fabricate evidence,Forced confession,Legal access denied,Torture,False arrest or report}",{Physical force},Reversed conviction,4755000.00
M,White,Police Officer as Detective,"",{Other charges filed},"{Destroy/conceal/fabricate evidence,Forced confession,Legal access denied,Torture,False arrest or report}",{Physical force},Reversed conviction,4755000.00
M,White,"","",{Other charges filed},"{Destroy/conceal/fabricate evidence,Forced confession,Legal access denied,Torture,False arrest or report}",{Physical force},Reversed conviction,4755000.00
M,Hispanic,Sergeant of Police,"",{Other charges filed},"{Destroy/conceal/fabricate evidence,Forced confession,Legal access denied,Torture,False arrest or report}",{Physical force},Reversed conviction,4755000.00
M,Black,Police Officer,"",{Hospitalized},{Excessive force},"{Nightstick,Physical force}",Excessive force/serious,100000.00
M,White,Police Officer,"",{Hospitalized},{Excessive force},"{Nightstick,Physical force}",Excessive force/serious,100000.00
M,Hispanic,Sergeant of Police,"","{Drug charges,Other charges filed}","{Illegal search/seizure,False arrest or report}","",False arrest,27500.00
M,Black,Police Officer,"","{Drug charges,Other charges filed}","{Illegal search/seizure,False arrest or report}","",False arrest,27500.00
M,Black,Police Officer,"","{Drug charges,Other charges filed}","{Illegal search/seizure,False arrest or report}","",False arrest,27500.00
M,Hispanic,Sergeant of Police,"","{Drug charges,Other charges filed}","{Illegal search/seizure,False arrest or report}","",False arrest,27500.00
M,Black,Police Officer,"","{Drug charges,Other charges filed}","{Illegal search/seizure,False arrest or report}","",False arrest,27500.00
F,White,Police Officer,"","{Drug charges,Other charges filed}","{Illegal search/seizure,False arrest or report}","",False arrest,27500.00
M,White,Sergeant of Police,"","{Drug charges,Other charges filed}","{Illegal search/seizure,False arrest or report}","",False arrest,27500.00
M,White,Sergeant of Police,"","{Drug charges,Other charges filed}","{Illegal search/seizure,False arrest or report}","",False arrest,27500.00
M,White,Police Officer,"","{Drug charges,Other charges filed}","{Illegal search/seizure,False arrest or report}","",False arrest,27500.00
M,Black,Police Officer,"","{Died out of custody,Hospitalized}","{Excessive force,Destroy/conceal/fabricate evidence}",{Physical force},Excessive force/serious,350000.00
M,Black,Police Officer,"","{Died out of custody,Hospitalized}","{Excessive force,Destroy/conceal/fabricate evidence}",{Physical force},Excessive force/serious,350000.00
F,Hispanic,Police Officer,"","{Died out of custody,Hospitalized}","{Excessive force,Destroy/conceal/fabricate evidence}",{Physical force},Excessive force/serious,350000.00
M,White,Police Officer,"","{Died out of custody,Hospitalized}","{Excessive force,Destroy/conceal/fabricate evidence}",{Physical force},Excessive force/serious,350000.00
F,White,Police Officer,"","{Died out of custody,Hospitalized}","{Excessive force,Destroy/conceal/fabricate evidence}",{Physical force},Excessive force/serious,350000.00
M,White,Police Officer,"","{Died out of custody,Hospitalized}","{Excessive force,Destroy/conceal/fabricate evidence}",{Physical force},Excessive force/serious,350000.00
M,Hispanic,Police Officer,"","{Died out of custody,Hospitalized}","{Excessive force,Destroy/conceal/fabricate evidence}",{Physical force},Excessive force/serious,350000.00
M,White,Police Officer,"","{Died out of custody,Hospitalized}","{Excessive force,Destroy/conceal/fabricate evidence}",{Physical force},Excessive force/serious,350000.00
M,Hispanic,Sergeant of Police,{Protest},"",{Excessive force},{Nightstick},Excessive force/minor,32500.00
M,Hispanic,Police Officer,"","","{Threats/intimidation,Excessive force}","{Gun,Physical force}",Excessive force,15000.00
F,Hispanic,Police Officer,{Traffic stop},{Other charges filed},"{Destroy/conceal/fabricate evidence,False arrest or report}","",False arrest,50000.00
M,Hispanic,Police Officer,{Traffic stop},{Other charges filed},"{Destroy/conceal/fabricate evidence,False arrest or report}","",False arrest,50000.00
M,Hispanic,Police Officer,{Home invasion},"",{False arrest or report},"",Illegal search & seizure,5000.00
M,White,Police Officer,{Home invasion},"",{False arrest or report},"",Illegal search & seizure,5000.00
M,White,Police Officer,{Home invasion},"",{False arrest or report},"",Illegal search & seizure,5000.00
M,White,Police Officer as Detective,"","","{Excessive force,False arrest or report}",{Physical force},Excessive force/minor,75000.00
M,White,Police Officer,"","","{Excessive force,False arrest or report}",{Physical force},Excessive force/minor,75000.00
M,White,Sergeant of Police,{Home invasion},"{Resisting or obstructing arrest charges,Assault or battery to an officer charges}","{Damage to property,Destroy/conceal/fabricate evidence,Stolen property,Threats/intimidation,Illegal search/seizure,False arrest or report}",{Physical force},Illegal search/seizure,15002.00
F,White,Sergeant of Police,{Home invasion},"{Resisting or obstructing arrest charges,Assault or battery to an officer charges}","{Damage to property,Destroy/conceal/fabricate evidence,Stolen property,Threats/intimidation,Illegal search/seizure,False arrest or report}",{Physical force},Illegal search/seizure,15002.00
M,Native American/Alaskan Native,Sergeant Assigned Security Specialist,{Home invasion},"{Resisting or obstructing arrest charges,Assault or battery to an officer charges}","{Damage to property,Destroy/conceal/fabricate evidence,Stolen property,Threats/intimidation,Illegal search/seizure,False arrest or report}",{Physical force},Illegal search/seizure,15002.00
M,White,Sergeant of Police,"","","{Legal access denied,False arrest or report}","",False arrest,60000.00
M,White,Sergeant of Police,"","","{Legal access denied,False arrest or report}","",False arrest,60000.00
M,White,Lieutenant of Police,"","","{Legal access denied,False arrest or report}","",False arrest,60000.00
M,White,Police Officer as Detective,"","","{Legal access denied,False arrest or report}","",False arrest,60000.00
M,White,Police Officer,"","","{Legal access denied,False arrest or report}","",False arrest,60000.00
